"property_name","property_url","property_area_or_psf","property_total_price"
"Robertson Walk","https://www.srx.com.sg/listings/96127181/for-rent-robertson-walk-unity-street","8,511 sqft / $7.00 psf(Built)","$59,577"
"Tras Street","https://www.srx.com.sg/listings/96127231/for-rent-tras-street-tras-street","1,800 sqft / $10.00 psf(Built)","$18,000"
"Hongkong Street","https://www.srx.com.sg/listings/96124661/for-rent-hongkong-street-hongkong-street","7,500 sqft / $4.00 psf(Built)","$30,000"
"Nankin Row","https://www.srx.com.sg/listings/96119011/for-rent-nankin-row-new-listing-f-b-shop-space-for-lease-nankin-ro","459 sqft / $10.89 psf(Built)","$5,000"
"Keong Saik Road","https://www.srx.com.sg/listings/95778501/for-rent-keong-saik-road-rare-f-b-frontage-with-high-footfall","2,800 sqft / $100.00 psf(Built)","$280,000"
"St. Georges Road","https://www.srx.com.sg/listings/95698731/for-rent-st-georges-road-hdb-partial-or-full-shop-for-rental-no-g-s-t-toi","400 sqft / $7.75 psf(Built)","$3,100"
"Marine Terrace","https://www.srx.com.sg/listings/94761571/for-rent-marine-terrace-marine-terrace","400 sqft / $24.75 psf(Built)","$9,900"
"Chin Swee Road","https://www.srx.com.sg/listings/95815611/for-rent-chin-swee-road-chin-swee-road","460 sqft / $5.43 psf(Built)","$2,500"
"Circuit Road","https://www.srx.com.sg/listings/95815711/for-rent-circuit-road-circuit-road","300 sqft / $10.00 psf(Built)","$3,000"
"Tanjong Pagar Road","https://www.srx.com.sg/listings/96056631/for-rent-tanjong-pagar-road-shophouse-unit-for-rent-tanjong-pagar-road","1,525 sqft / $5.02 psf(Built)","$7,650"
"Tras Street","https://www.srx.com.sg/listings/96056661/for-rent-tras-street-cbd-office-space-near-tanjong-pagar-mrt-for-rent","1,900 sqft / $5.16 psf(Built)","$9,800"
"Tras Street","https://www.srx.com.sg/listings/96056611/for-rent-tras-street-cbd-office-space-near-tanjong-pagar-mrt-station","1,800 sqft / $5.44 psf(Built)","$9,800"
"Yishun Street 11","https://www.srx.com.sg/listings/96017931/for-rent-yishun-street-11-ground-floor-next-to-coffee-shop","400 sqft / $17.50 psf(Built)","$7,000"
"Neil Road","https://www.srx.com.sg/listings/96011161/for-rent-neil-road-2-storey-shophouse-for-rent-with-approx-4-000sqft","4,000 sqft / $6.25 psf(Built)","$25,000"
"Little India Conservation Area","https://www.srx.com.sg/listings/96044581/for-rent-little-india-conservation-area-dunlop-street","1,000 sqft / $3.39 psf(Built)","$3,388"
"Bedok North Street 4","https://www.srx.com.sg/listings/94324651/for-rent-bedok-north-street-4-bedok-north-street-4","4,596 sqft / $4.13 psf(Built)","$19,000"
"26 Jalan Membina","https://www.srx.com.sg/listings/95945941/for-rent-26-jalan-membina-rent-tcm-shop-blk-26-jln-membina","170 sqft / $17.65 psf(Built)","$3,000"
"Owen Road","https://www.srx.com.sg/listings/96000251/for-rent-owen-road-conveniently-located-ground-floor-shop-unit-in-t","750 sqft / $5.33 psf(Built)","$4,000"
"Upper East Coast Road","https://www.srx.com.sg/listings/95970971/for-rent-upper-east-coast-road-rarely-available-wide-frontage-road-facing-shophou","2,530 sqft / $5.14 psf(Built)","$13,000"
"Tiong Bahru Orchid","https://www.srx.com.sg/listings/95966811/for-rent-tiong-bahru-orchid-coffeeshop-restaurant-with-exhaust-grease-trap","1,765 sqft / $10.20 psf(Built)","$18,000"
"Exeter Road","https://www.srx.com.sg/listings/95947601/for-rent-exeter-road-call-now-to-enquire","3,974 sqft / $11.98 psf(Built)","$47,600"
"Yio Chu Kang Road","https://www.srx.com.sg/listings/95945991/for-rent-yio-chu-kang-road-yio-chu-kang-pte-shp-for-rent","1,000 sqft / $3.50 psf(Built)","$3,500"
"Jurong West Street 51","https://www.srx.com.sg/listings/95934311/for-rent-jurong-west-street-51-hdb-shop-space-with-wide-frontage","1,500 sqft / $12.00 psf(Built)","$18,000"
"Tiong Bahru Road","https://www.srx.com.sg/listings/95934271/for-rent-tiong-bahru-road-centrally-located-in-a-heartland-mall-above-mrt","915 sqft / $19.13 psf(Built)","$17,500"
"Bukit Timah Road","https://www.srx.com.sg/listings/95899811/for-rent-bukit-timah-road-3rd-floor-facing-bukit-timah-rd","2,500 sqft / $7.20 psf(Built)","$18,000"
"Clementi Avenue 3","https://www.srx.com.sg/listings/95322891/for-rent-clementi-avenue-3-hdb-shop-for-rent-blk-443-clementi-ave-3","400 sqft / $32.25 psf(Built)","$12,900"
"Lorong 35 Geylang","https://www.srx.com.sg/listings/95868451/for-rent-lorong-35-geylang-sims-avenue-shop-for-rent-400m-to-paya-lebar-mrt","829 sqft / $6.03 psf(Built)","$5,000"
"Ubi Road 4","https://www.srx.com.sg/listings/95864991/for-rent-ubi-road-4-grd-flr-aircon-fusion-restaurant-wine-cellar-bar","3,223 sqft / $4.80 psf(Built)","$15,469"
"Jurong Gateway Road","https://www.srx.com.sg/listings/95864871/for-rent-jurong-gateway-road-1000sf-indoor-restaurant-space-with-6000sf-outdoor","6,897 sqft / $5.00 psf(Built)","$34,495"
"Orchard Road","https://www.srx.com.sg/listings/95855561/for-rent-orchard-road-prominent-retail-space-in-orchard-road-for-light-f","1,100 sqft / $11.00 psf(Built)","$12,100"
"Tanjong Pagar Road","https://www.srx.com.sg/listings/95847901/for-rent-tanjong-pagar-road-rare-unit-size-f-b-space","2,600 sqft / $14.62 psf(Built)","$37,999"
"Tanjong Pagar Road","https://www.srx.com.sg/listings/95847911/for-rent-tanjong-pagar-road-f-b-fitted-shophouse","1,300 sqft / $13.85 psf(Built)","$18,000"
"Tras Street","https://www.srx.com.sg/listings/95847871/for-rent-tras-street-fitted-with-lights-aircon","1,600 sqft / $5.38 psf(Built)","$8,600"
"Tanjong Pagar Road","https://www.srx.com.sg/listings/95847881/for-rent-tanjong-pagar-road-partially-fitted-with-lights-and-aircon","1,165 sqft / $6.00 psf(Built)","$6,988"
"Keong Saik Road","https://www.srx.com.sg/listings/95847891/for-rent-keong-saik-road-entire-shophouse-for-rent-other-locations-availab","4,000 sqft / $8.22 psf(Built)","$32,888"
"Tanjong Pagar Road","https://www.srx.com.sg/listings/95847801/for-rent-tanjong-pagar-road-f-b-shophouse-entire-shophouse-for-rent-other-lo","2,200 sqft / $9.68 psf(Built)","$21,300"
"Duxton Road","https://www.srx.com.sg/listings/95847821/for-rent-duxton-road-duxton-road-tanjong-paagr-road-craig-road-shop","1,300 sqft / $5.00 psf(Built)","$6,500"
"Telok Ayer Conservation Area","https://www.srx.com.sg/listings/95847831/for-rent-telok-ayer-conservation-area-entire-shophouse-for-rent-other-locations-availab","6,149 sqft / $8.13 psf(Built)","$49,999"
"Tanjong Pagar Road","https://www.srx.com.sg/listings/95847841/for-rent-tanjong-pagar-road-f-b-space-tanjong-pagar-road","1,100 sqft / $13.09 psf(Built)","$14,400"
"Tanjong Pagar Road","https://www.srx.com.sg/listings/95847721/for-rent-tanjong-pagar-road-nice-and-bright-shophouse-unit-for-rent","1,300 sqft / $15.38 psf(Built)","$20,000"
"Tanjong Pagar Conservation Area","https://www.srx.com.sg/listings/95847851/for-rent-tanjong-pagar-conservation-area-entire-shophouse-for-rent-other-locations-availab","3,954 sqft / $7.59 psf(Built)","$29,999"
"Craig Road","https://www.srx.com.sg/listings/95847751/for-rent-craig-road-shophouse-craig-road","1,530 sqft / $12.09 psf(Built)","$18,499"
"Tras Street","https://www.srx.com.sg/listings/95847761/for-rent-tras-street-fitted-with-lights-and-aircon","2,000 sqft / $6.50 psf(Built)","$13,000"
"Duxton Road","https://www.srx.com.sg/listings/95847771/for-rent-duxton-road-fitted-wth-aircon-lights","2,100 sqft / $7.57 psf(Built)","$15,888"
"Jurong East Street 24","https://www.srx.com.sg/listings/95826201/for-rent-jurong-east-street-24-new-list-don-t-miss-call-aden-for-viewing","1,603 sqft / $4.37 psf(Built)","$7,000"
"555 Ang Mo Kio Avenue 10","https://www.srx.com.sg/listings/95713141/for-rent-555-ang-mo-kio-avenue-10-555-ang-mo-kio-avenue-10","320 sqft / $10.63 psf(Built)","$3,400"
"Clementi Avenue 2 Shopping Centre","https://www.srx.com.sg/listings/95815451/for-rent-clementi-avenue-2-shopping-centre-2-storey-renovated-shophouse-in-clementi","1,620 sqft / $4.81 psf(Built)","$7,800"
"Bedok South Avenue 3","https://www.srx.com.sg/listings/95482541/for-rent-bedok-south-avenue-3-high-traffic-and-footfall-shop-unit-1-minute-from","270 sqft / $27.78 psf(Built)","$7,500"
"Kreta Ayer Conservation Area","https://www.srx.com.sg/listings/95792421/for-rent-kreta-ayer-conservation-area-rare-shophouse-for-rent-excellent-location-right","970 sqft / $16.49 psf(Built)","$16,000"
"Duxton Road","https://www.srx.com.sg/listings/95788071/for-rent-duxton-road-duxton-road-second-level-shop-space-for-rent","1,300 sqft / $5.54 psf(Built)","$7,200"
"Ang Mo Kio Avenue 4","https://www.srx.com.sg/listings/95788051/for-rent-ang-mo-kio-avenue-4-blk-629-ang-mo-kio-half-shop-for-rent","320 sqft / $22.50 psf(Built)","$7,200"
"Boat Quay Conservation Area","https://www.srx.com.sg/listings/95782701/for-rent-boat-quay-conservation-area-circular-road-shop-for-rent","840 sqft / $14.29 psf(Built)","$12,000"
"Desker Road","https://www.srx.com.sg/listings/94947701/for-rent-desker-road-2nd-floor-shophouse-for-lease","1,000 sqft / $3.50 psf(Built)","$3,500"
"Cheng San Centre","https://www.srx.com.sg/listings/95779051/for-rent-cheng-san-centre-ground-floor-partial-hdb-shop-house-for-rent","360 sqft / $13.89 psf(Built)","$5,000"
"Hougang Avenue 1","https://www.srx.com.sg/listings/95745621/for-rent-hougang-avenue-1-beside-market-n-coffeeshop-i-face-main-road-i-infr","400 sqft / $20.00 psf(Built)","$8,000"
"Commonwealth Avenue West","https://www.srx.com.sg/listings/95745571/for-rent-commonwealth-avenue-west-rare-unit-i-clementi-interchange-and-mrt-i-super-h","400 sqft / $33.75 psf(Built)","$13,500"
"Telok Ayer Conservation Area","https://www.srx.com.sg/listings/95745521/for-rent-telok-ayer-conservation-area-rare-fnb-restaurant-i-famous-michelin-food-area-i","6,100 sqft / $8.20 psf(Built)","$50,000"
"Telok Ayer Street","https://www.srx.com.sg/listings/95737031/for-rent-telok-ayer-street-fitted-f-b-space-for-rent-heavy-human-traffic","958 sqft / $19.31 psf(Built)","$18,500"
"Telok Ayer Street","https://www.srx.com.sg/listings/95737041/for-rent-telok-ayer-street-fitted-f-b-space-for-rent-in-telok-ayer-area","1,603 sqft / $12.01 psf(Built)","$19,248"
"Kreta Ayer Road","https://www.srx.com.sg/listings/95660381/for-rent-kreta-ayer-road-kreta-ayer-road","800 sqft / $6.00 psf(Built)","$4,800"
"Ubi Avenue 1","https://www.srx.com.sg/listings/95698711/for-rent-ubi-avenue-1-hdb-shop-for-rental-no-g-s-t-includes-a-toilet-w","750 sqft / $12.67 psf(Built)","$9,500"
"Ubi Avenue 1","https://www.srx.com.sg/listings/95698721/for-rent-ubi-avenue-1-hdb-partial-full-shop-for-rental-incl-toilet-nex","500 sqft / $12.40 psf(Built)","$6,200"
"St. Georges Road","https://www.srx.com.sg/listings/95698741/for-rent-st-georges-road-hdb-shop-for-rental-no-g-s-t-includes-a-toilet-w","710 sqft / $7.75 psf(Built)","$5,500"
"Orchard Road","https://www.srx.com.sg/listings/95713701/for-rent-orchard-road-liat-towers-fnb-space-for-rent","492 sqft / $20.33 psf(Built)","$10,000"
"Stirling Road","https://www.srx.com.sg/listings/95724411/for-rent-stirling-road-stirling-road","776 sqft / $5.41 psf(Built)","$4,200"
"Geylang Road","https://www.srx.com.sg/listings/95686751/for-rent-geylang-road-geylang-road-2-storey-shop-for-rent","2,200 sqft / $4.09 psf(Built)","$9,000"
"Joo Chiat Road","https://www.srx.com.sg/listings/95411921/for-rent-joo-chiat-road-joo-chiat-road","2,200 sqft / $4.00 psf(Built)","$8,800"
"St. Georges Road","https://www.srx.com.sg/listings/95698791/for-rent-st-georges-road-st-georges-road","400 sqft / $7.75 psf(Built)","$3,100"
"Petain Rd/ Tyrwhitt Road Conservation Area","https://www.srx.com.sg/listings/95645851/for-rent-petain-rd-tyrwhitt-road-conservation-area-newly-renovated-f-b-for-takeover","3,600 sqft / $6.94 psf(Built)","$25,000"
"New Bridge Road","https://www.srx.com.sg/listings/95638261/for-rent-new-bridge-road-rare-food-kiosk-along-busy-walkway-in-chinatown-po","269 sqft / $30.00 psf(Built)","$8,070"
"Tanjong Pagar Road","https://www.srx.com.sg/listings/95638321/for-rent-tanjong-pagar-road-second-floor-office-facing-main-road-about-5-mins","1,165 sqft / $6.00 psf(Built)","$6,990"
"Wallich Street","https://www.srx.com.sg/listings/95638361/for-rent-wallich-street-food-kiosk-with-exhaust-at-gucco-tower-good-front","151 sqft / $35.76 psf(Built)","$5,400"
"One Raffles Place","https://www.srx.com.sg/listings/95638211/for-rent-one-raffles-place-basement-1-food-restaurant-in-busy-raffles-place","1,300 sqft / $20.00 psf(Built)","$26,000"
"New Bridge Road","https://www.srx.com.sg/listings/95638231/for-rent-new-bridge-road-call-now-to-enquire","2,000 sqft / $14.00 psf(Built)","$28,000"
"Telok Ayer Street","https://www.srx.com.sg/listings/94527541/for-rent-telok-ayer-street-a-extremely-rare-opportunity-for-the-discerning-re","2,766 sqft / $12.65 psf(Built)","$35,000"
"Telok Ayer Conservation Area","https://www.srx.com.sg/listings/95609541/for-rent-telok-ayer-conservation-area-telok-ayer-street","1,645 sqft / $15.81 psf(Built)","$26,000"
"Thomson Road","https://www.srx.com.sg/listings/95603281/for-rent-thomson-road-novena-gardens-fnb-for-rent","800 sqft / $13.75 psf(Built)","$11,000"
"Bras Basah Road","https://www.srx.com.sg/listings/95603271/for-rent-bras-basah-road-carlton-hotel-fnb-space-for-rent","2,804 sqft / $16.41 psf(Built)","$46,000"
"Geylang Conservation Area","https://www.srx.com.sg/listings/94023331/for-rent-geylang-conservation-area-single-level-shop-unit-for-rent-partially-renovat","1,587 sqft / $3.90 psf(Built)","$6,188"
"International Building","https://www.srx.com.sg/listings/95557281/for-rent-international-building-exhaust-grease-trap-provisioned-direct-escalator","1,136 sqft / $15.00 psf(Built)","$17,040"
"Petain Rd/ Tyrwhitt Road Conservation Area","https://www.srx.com.sg/listings/95552811/for-rent-petain-rd-tyrwhitt-road-conservation-area-newly-renovated-3-600sf-2-storeys-fnb-shophouse-fo","3,600 sqft / $6.94 psf(Built)","$25,000"
"Clementi Avenue 3","https://www.srx.com.sg/listings/95551091/for-rent-clementi-avenue-3-clementi-central-f-b-retail-shop-blk-443-clem","400 sqft / $33.75 psf(Built)","$13,500"
"The Flow","https://www.srx.com.sg/listings/95545171/for-rent-the-flow-2-storey-katong-shophouse-with-visible-frontage","2,111 sqft / $4.50 psf(Built)","$9,500"
"Little India Conservation Area","https://www.srx.com.sg/listings/94289331/for-rent-little-india-conservation-area-kerbau-road","1,000 sqft / $7.50 psf(Built)","$7,500"
"Havelock Road","https://www.srx.com.sg/listings/95532871/for-rent-havelock-road-single-storey-shophouse-for-rent","688 sqft / $15.99 psf(Built)","$11,000"
"Race Course Road","https://www.srx.com.sg/listings/95524291/for-rent-race-course-road-race-course-road","1,550 sqft / $8.90 psf(Built)","$13,800"
"Race Course Road","https://www.srx.com.sg/listings/95524301/for-rent-race-course-road-ground-floor-space-race-course-rd","1,510 sqft / $10.46 psf(Built)","$15,800"
"Springside Walk","https://www.srx.com.sg/listings/94555271/for-rent-springside-walk-food-beverage-village-near-springleaf-mrt","750 sqft / $6.40 psf(Built)","$4,800"
"Upper Boon Keng Road","https://www.srx.com.sg/listings/95509661/for-rent-upper-boon-keng-road-shop-for-rent-at-upper-boon-keng-newly-renovated","700 sqft / $9.29 psf(Built)","$6,500"
"Jurong East Street 13","https://www.srx.com.sg/listings/95498451/for-rent-jurong-east-street-13-blk-135-jurong-east-level-2-shop-for-rent","200 sqft / $11.00 psf(Built)","$2,200"
"Duxton Road","https://www.srx.com.sg/listings/95498471/for-rent-duxton-road-duxton-road-shop-for-rent","1,300 sqft / $9.23 psf(Built)","$12,000"
"Queensway Shopping Centre","https://www.srx.com.sg/listings/95498431/for-rent-queensway-shopping-centre-queensway-shopping-centre-shop-for-rent","130 sqft / $15.38 psf(Built)","$2,000"
"Kampong Bahru Road","https://www.srx.com.sg/listings/94343011/for-rent-kampong-bahru-road-kampong-bahru-road","2,400 sqft / $3.67 psf(Built)","$8,800"
"Kampong Bahru Road","https://www.srx.com.sg/listings/94343051/for-rent-kampong-bahru-road-kampong-bahru-road","3,500 sqft / $4.00 psf(Built)","$14,000"
"Amoy Street","https://www.srx.com.sg/listings/95531631/for-rent-amoy-street-amoy-street","900 sqft / $10.00 psf(Built)","$9,000"
"Telok Ayer Conservation Area","https://www.srx.com.sg/listings/95179381/for-rent-telok-ayer-conservation-area-amoy-street","900 sqft / $10.00 psf(Built)","$9,000"
"Tampines Industrial Crescent","https://www.srx.com.sg/listings/95487891/for-rent-tampines-industrial-crescent-available-in-may-2022","5,719 sqft / $3.60 psf(Built)","$20,588"
"Stanley Street","https://www.srx.com.sg/listings/95487661/for-rent-stanley-street-renovated-f-b-stanley-street","1,142 sqft / $11.82 psf(Built)","$13,500"
"Purvis Street","https://www.srx.com.sg/listings/95489581/for-rent-purvis-street-takeover-fee-90k-nego","1,700 sqft / $7.06 psf(Built)","$12,000"
"Tampines Industrial Crescent","https://www.srx.com.sg/listings/95453311/for-rent-tampines-industrial-crescent-ground-flr-cloud-kitchen-with-grease-trap-n-exhaus","5,719 sqft / $3.60 psf(Built)","$20,588"
"Hougang Avenue 1","https://www.srx.com.sg/listings/95422911/for-rent-hougang-avenue-1-106-hougang-ave-1-shop-for-rent","500 sqft / $15.00 psf(Built)","$7,500"
"Geylang Road","https://www.srx.com.sg/listings/95422501/for-rent-geylang-road-beautifully-renovated-2-storey-shophouse-along-bus","2,850 sqft / $4.17 psf(Built)","$11,888"
"Kreta Ayer Conservation Area","https://www.srx.com.sg/listings/95416851/for-rent-kreta-ayer-conservation-area-approved-f-b-ground-floor-unit-in-heritage-shophou","1,100 sqft / $10.00 psf(Built)","$11,000"
"Jalan Besar","https://www.srx.com.sg/listings/94721321/for-rent-jalan-besar-viewing-anytime","667 sqft / $9.00 psf(Built)","$6,000"
"Geylang Road","https://www.srx.com.sg/listings/95367731/for-rent-geylang-road-tristar-complex-shop-for-rent","250 sqft / $12.00 psf(Built)","$3,000"
"Telok Ayer Conservation Area","https://www.srx.com.sg/listings/95367391/for-rent-telok-ayer-conservation-area-heavy-traffic-flow","958 sqft / $19.31 psf(Built)","$18,500"
"East Coast Road","https://www.srx.com.sg/listings/95134791/for-rent-east-coast-road-east-coast-road","1,500 sqft / $2.67 psf(Built)","$4,000"
"Lavender Street","https://www.srx.com.sg/listings/94369061/for-rent-lavender-street-reputable-and-well-fitted-hostel-with-open-rooftop","6,000 sqft / $5.00 psf(Built)","$30,000"
"Temasek Boulevard","https://www.srx.com.sg/listings/95335631/for-rent-temasek-boulevard-fully-fitted-fully-operational-low-takeover-fee","6,700 sqft / $8.96 psf(Built)","$60,000"
"Whampoa Drive","https://www.srx.com.sg/listings/95381171/for-rent-whampoa-drive-whampoa-drive","30 sqft / $116.67 psf(Built)","$3,500"
"Science Park Road","https://www.srx.com.sg/listings/94479981/for-rent-science-park-road-rare-listing-canteen-space-option-to-be-bigger-w","4,172 sqft / $4.79 psf(Built)","$19,999"
"Bedok South Avenue 3","https://www.srx.com.sg/listings/95379651/for-rent-bedok-south-avenue-3-bedok-south-avenue-3","721 sqft / $8.32 psf(Built)","$6,000"
"Woodlands Street 32","https://www.srx.com.sg/listings/95354991/for-rent-woodlands-street-32-woodlands-street-32","31 sqft / $90.32 psf(Built)","$2,800"
"Clementi Avenue 2 Shopping Centre","https://www.srx.com.sg/listings/95351441/for-rent-clementi-avenue-2-shopping-centre-clementi-avenue-2","712 sqft / $9.83 psf(Built)","$7,000"
"Telok Ayer Conservation Area","https://www.srx.com.sg/listings/95295191/for-rent-telok-ayer-conservation-area-fully-furnished-walk-up-serviced-office-next-to-te","2,050 sqft / $5.85 psf(Built)","$12,000"
"Boat Quay","https://www.srx.com.sg/listings/94737931/for-rent-boat-quay-boat-quay","1,743 sqft / $4.30 psf(Built)","$7,500"
"Bukit Timah Road","https://www.srx.com.sg/listings/95277261/for-rent-bukit-timah-road-good-frontage-ground-floor-facing-bukit-timah-roa","905 sqft / $16.57 psf(Built)","$15,000"
"Owen Road","https://www.srx.com.sg/listings/95276181/for-rent-owen-road-fitted-food-stall-with-great-sitting-capacity","100 sqft / $30.00 psf(Built)","$3,000"
"Yishun Ring Road","https://www.srx.com.sg/listings/95264031/for-rent-yishun-ring-road-new-listing-available-soon","1,499 sqft / $13.34 psf(Built)","$20,000"
"New Bridge Road","https://www.srx.com.sg/listings/95208481/for-rent-new-bridge-road-prime-area-fully-fitted-office-for-rent","1,373 sqft / $8.01 psf(Built)","$11,000"
"Telok Ayer Conservation Area","https://www.srx.com.sg/listings/95208351/for-rent-telok-ayer-conservation-area-whole-building-for-rent-in-prime-area","6,150 sqft / $8.13 psf(Built)","$50,000"
"Kreta Ayer Conservation Area","https://www.srx.com.sg/listings/95208361/for-rent-kreta-ayer-conservation-area-prime-location-shophouse-for-rent","1,082 sqft / $10.17 psf(Built)","$11,000"
"Kreta Ayer Conservation Area","https://www.srx.com.sg/listings/95208431/for-rent-kreta-ayer-conservation-area-prime-location-at-china-town-high-human-traffic-wi","1,082 sqft / $10.17 psf(Built)","$11,000"
"South Bridge Road","https://www.srx.com.sg/listings/95249481/for-rent-south-bridge-road-super-location-f-b-and-or-office-usage-3-floors","2,102 sqft / $11.89 psf(Built)","$25,000"
"South Bridge Road","https://www.srx.com.sg/listings/95249461/for-rent-south-bridge-road-super-location-f-b-and-or-office-usage-3-floors","2,184 sqft / $8.24 psf(Built)","$18,000"
"East Coast Road","https://www.srx.com.sg/listings/95056961/for-rent-east-coast-road-prominent-road-facing-siglap-ground-floor-shophous","1,435 sqft / $8.99 psf(Built)","$12,900"
"North Bridge Road","https://www.srx.com.sg/listings/95134871/for-rent-north-bridge-road-fully-fitted-f-b-space-available-immediately","1,700 sqft / $8.82 psf(Built)","$15,000"
"Bedok Reservoir Road","https://www.srx.com.sg/listings/95245671/for-rent-bedok-reservoir-road-well-maintained-ground-floor-unit-eateries-nearb","700 sqft / $9.29 psf(Built)","$6,500"
"Yishun Ring Road","https://www.srx.com.sg/listings/95184121/for-rent-yishun-ring-road-846-yishun-shop-space-for-rent","720 sqft / $26.39 psf(Built)","$19,000"
"High Street Plaza","https://www.srx.com.sg/listings/95179191/for-rent-high-street-plaza-rare-ground-floor-f-b-space-for-lease-high-stree","710 sqft / $10.99 psf(Built)","$7,800"
"Orchard Road","https://www.srx.com.sg/listings/95179201/for-rent-orchard-road-rare-fitted-f-b-unit-for-lease-in-orchard-road","1,829 sqft / $11.00 psf(Built)","$20,119"
"Kerbau Road","https://www.srx.com.sg/listings/95172431/for-rent-kerbau-road-renovated-ground-floor-shophouse-near-mrt-serang","1,000 sqft / $7.50 psf(Built)","$7,500"
"North Bridge Road","https://www.srx.com.sg/listings/95134861/for-rent-north-bridge-road-fully-fitted-f-b-space-available-immediately","1,500 sqft / $8.67 psf(Built)","$13,000"
"High Street Plaza","https://www.srx.com.sg/listings/95134781/for-rent-high-street-plaza-immediate-availability-strategic-location","710 sqft / $10.99 psf(Built)","$7,800"
"China Square Food Centre","https://www.srx.com.sg/listings/94527381/for-rent-china-square-food-centre-telok-ayer-street","3,875 sqft / $9.01 psf(Built)","$34,930"
"Tanjong Pagar Conservation Area","https://www.srx.com.sg/listings/95122331/for-rent-tanjong-pagar-conservation-area-tanjong-pagar-f-b-restaurant-for-takeover","1,216 sqft / $7.24 psf(Built)","$8,800"
"Blair Plain Conservation Area","https://www.srx.com.sg/listings/95122351/for-rent-blair-plain-conservation-area-kampong-bahru-office-retail-shophouse-space-lvl-2","3,500 sqft / $4.00 psf(Built)","$14,000"
"Blair Plain Conservation Area","https://www.srx.com.sg/listings/95122381/for-rent-blair-plain-conservation-area-kampong-bahru-f-b-shophouse-for-lease","1,100 sqft / $5.91 psf(Built)","$6,500"
"Bedok North Street 1","https://www.srx.com.sg/listings/95112951/for-rent-bedok-north-street-1-blk-214-bedok-town-centre-shop-space-for-rent","400 sqft / $15.00 psf(Built)","$6,000"
"South Bridge Road","https://www.srx.com.sg/listings/95152351/for-rent-south-bridge-road-renovated-modern-shophouses","9,487 sqft / $6.32 psf(Built)","$60,000"
"Telok Ayer Street","https://www.srx.com.sg/listings/94946511/for-rent-telok-ayer-street-ground-floor-amoy-street","900 sqft / $10.00 psf(Built)","$8,999"
"New Bridge Road","https://www.srx.com.sg/listings/94921301/for-rent-new-bridge-road-rare-shop-space-to-grab","1,100 sqft / $9.09 psf(Built)","$10,000"
"Pasir Panjang Gardens","https://www.srx.com.sg/listings/95084681/for-rent-pasir-panjang-gardens-within-landed-enclave-and-minutes-from-condos-and","979 sqft / $6.13 psf(Built)","$6,000"
"Bukit Pasoh Conservation Area","https://www.srx.com.sg/listings/95081891/for-rent-bukit-pasoh-conservation-area-prime-f-b-space-jiak-chuan-street","1,830 sqft / $16.39 psf(Built)","$30,000"
"Telok Ayer Conservation Area","https://www.srx.com.sg/listings/95081901/for-rent-telok-ayer-conservation-area-prime-f-b-space-telok-ayer-street","1,645 sqft / $15.81 psf(Built)","$26,000"
"Bukit Pasoh Conservation Area","https://www.srx.com.sg/listings/95081931/for-rent-bukit-pasoh-conservation-area-prime-f-b-space-keong-saik-street","1,369 sqft / $16.80 psf(Built)","$23,000"
"NeWest","https://www.srx.com.sg/listings/95081671/for-rent-newest-fitted-shop-near-clementi-for-lease","312 sqft / $4.81 psf(Built)","$1,500"
"East Coast Road","https://www.srx.com.sg/listings/95073991/for-rent-east-coast-road-third-storey-shophouse-in-katong-for-rent","1,500 sqft / $2.67 psf(Built)","$4,000"
"MAJU AVENUE","https://www.srx.com.sg/listings/95067691/for-rent-maju-avenue-myvillage-fnb-takeaway-retail-shop-for-rent","207 sqft / $23.19 psf(Built)","$4,800"
"Jurong East Street 31","https://www.srx.com.sg/listings/95067671/for-rent-jurong-east-street-31-blk-345-jurong-east-shop-for-rent","240 sqft / $20.83 psf(Built)","$5,000"
"Yishun Central 1","https://www.srx.com.sg/listings/95067621/for-rent-yishun-central-1-blk-932-yishun-half-shop-for-rent","250 sqft / $12.00 psf(Built)","$3,000"
"Serangoon Avenue 3","https://www.srx.com.sg/listings/95067651/for-rent-serangoon-avenue-3-blk-326-serangoon-half-shop-for-rent","210 sqft / $16.67 psf(Built)","$3,500"
"Telok Ayer Street","https://www.srx.com.sg/listings/95067661/for-rent-telok-ayer-street-china-square-food-centre-fnb-for-rent","958 sqft / $19.31 psf(Built)","$18,500"
"Amoy Street","https://www.srx.com.sg/listings/95093761/for-rent-amoy-street-shophouse-office-space-with-various-sizes-bare-o","1,130 sqft / $7.00 psf(Built)","$7,910"
"Little India Conservation Area","https://www.srx.com.sg/listings/95041591/for-rent-little-india-conservation-area-serangoon-road-shop-for-rent","1,379 sqft / $5.80 psf(Built)","$8,000"
"New Upper Changi Road","https://www.srx.com.sg/listings/95041561/for-rent-new-upper-changi-road-blk-25-new-upper-changi-road-shop-for-rent","530 sqft / $16.98 psf(Built)","$9,000"
"Sago Street","https://www.srx.com.sg/listings/95028961/for-rent-sago-street-for-f-b-two-levels-or-all-3-levels","1,866 sqft / $5.25 psf(Built)","$9,800"
"Bedok North Street 1","https://www.srx.com.sg/listings/94421741/for-rent-bedok-north-street-1-bedok-north-street-1","750 sqft / $18.00 psf(Built)","$13,500"
